turns,b_field_power,b_field_current,current,voltage,power
656,0.18875508586752882,0.18875508586752887,40.0,214.8678472415063,8594.713889660252
657,0.18904282227891225,0.1890428222789123,40.0,215.19538969156957,8607.815587662782
658,0.1893305586902957,0.18933055869029572,40.0,215.52293214163285,8620.917285665313
659,0.18961829510167913,0.18961829510167916,40.0,215.85047459169613,8634.018983667846
660,0.18990603151306257,0.18990603151306257,40.0,216.17801704175943,8647.120681670376
661,0.19019376792444603,0.190193767924446,40.0,216.50555949182268,8660.222379672909
662,0.19048150433582944,0.19048150433582942,40.0,216.83310194188596,8673.32407767544
663,0.19076924074721285,0.19076924074721288,40.0,217.16064439194923,8686.42577567797
664,0.1910569771585963,0.1910569771585963,40.0,217.4881868420125,8699.5274736805
665,0.1913447135699797,0.19134471356997973,40.0,217.8157292920758,8712.629171683031
666,0.1916324499813631,0.19163244998136314,40.0,218.14327174213904,8725.730869685562
667,0.19192018639274655,0.19192018639274658,40.0,218.4708141922023,8738.832567688092
668,0.19220792280413002,0.19220792280413,40.0,218.7983566422656,8751.934265690623
669,0.19249565921551343,0.19249565921551343,40.0,219.12589909232884,8765.035963693153
670,0.19278339562689684,0.19278339562689684,40.0,219.4534415423921,8778.137661695684
671,0.19307113203828027,0.1930711320382803,40.0,219.7809839924554,8791.239359698215
672,0.1933588684496637,0.19335886844966374,40.0,220.10852644251867,8804.341057700747
673,0.19364660486104712,0.19364660486104715,40.0,220.43606889258194,8817.442755703278
674,0.19393434127243056,0.19393434127243056,40.0,220.7636113426452,8830.544453705808
675,0.194222077683814,0.194222077683814,40.0,221.0911537927085,8843.64615170834
676,0.19450981409519744,0.1945098140951974,40.0,221.41869624277177,8856.747849710871
677,0.19479755050658087,0.19479755050658085,40.0,221.74623869283505,8869.849547713402
678,0.19508528691796428,0.19508528691796426,40.0,222.07378114289833,8882.951245715933
679,0.19537302332934772,0.19537302332934772,40.0,222.40132359296157,8896.052943718463
680,0.19566075974073113,0.19566075974073116,40.0,222.72886604302485,8909.154641720994
681,0.19594849615211457,0.19594849615211457,40.0,223.05640849308813,8922.256339723524
682,0.19623623256349798,0.196236232563498,40.0,223.38395094315138,8935.358037726055
683,0.1965239689748814,0.19652396897488142,40.0,223.71149339321465,8948.459735728586
684,0.19681170538626483,0.19681170538626486,40.0,224.03903584327793,8961.561433731116
685,0.1970994417976483,0.19709944179764827,40.0,224.3665782933412,8974.663131733649
686,0.1973871782090317,0.1973871782090317,40.0,224.69412074340448,8987.76482973618
687,0.19767491462041514,0.19767491462041514,40.0,225.02166319346773,9000.86652773871
688,0.19796265103179855,0.19796265103179858,40.0,225.349205643531,9013.96822574124
689,0.19825038744318196,0.198250387443182,40.0,225.67674809359428,9027.069923743771
